Firm Name,Engagement Partner Last Name,Engagement Partner First Name,Engagement Partner Middle Name,CompleteName,CompleteNameURL
PricewaterhouseCoopers Consultores Auditores SpA,Serrano,German,Rodrigo,German Serrano,German%20Serrano
"Carr, Riggs & Ingram LLC",Sexton,Chad,Ashley,Chad Sexton,Chad%20Sexton
Ernst & Young LLP,Sexton,James,Francis,James Sexton,James%20Sexton
KPMG LLP,Seymour,William,David,William Seymour,William%20Seymour
Ernst & Young LLP,Sgammato,Anthony,Philip,Anthony Sgammato,Anthony%20Sgammato
PricewaterhouseCoopers LLP,Shaffer,David,Alexander,David Shaffer,David%20Shaffer
KPMG LLP,Shaffer,Mark,Edward,Mark Shaffer,Mark%20Shaffer
PricewaterhouseCoopers LLP,Shah,Milan,Ramakant,Milan Shah,Milan%20Shah
Ziv Haft Certified Public Accountants (Isr.),Shahar,Lior,,Lior Shahar,Lior%20Shahar
Deloitte &  Touche LLP,Shanks,Robert,James,Robert Shanks,Robert%20Shanks
Paritz and Company P.A.,Shao,Yihong,,Yihong Shao,Yihong%20Shao
"BDO USA, LLP",Shapiro,Ian,Edward,Ian Shapiro,Ian%20Shapiro
PricewaterhouseCoopers LLP,Shappard,Richard,Andrew,Richard Shappard,Richard%20Shappard
RBSM LLP,SHARMA,RAJESH,,RAJESH SHARMA,RAJESH%20SHARMA
PricewaterhouseCoopers LLP,Sharpe,David,Howard,David Sharpe,David%20Sharpe
PricewaterhouseCoopers LLP,Shaw,Kevin,Michael,Kevin Shaw,Kevin%20Shaw
Mazars CPA Limited,SHE,Shing Pang,,Shing Pang SHE,Shing Pang%20SHE
KPMG LLP,Shea,Christina,Marie,Christina Shea,Christina%20Shea
Ernst & Young LLP,Sheckell,Steven,Frank,Steven Sheckell,Steven%20Sheckell
"WithumSmith+Brown, PC",Shepulski,Jay,C,Jay Shepulski,Jay%20Shepulski
"WithumSmith+Brown, PC",Shepulski,Jay,C.,Jay Shepulski,Jay%20Shepulski
"WithumSmith+Brown, PC",Shepulski,Jay,Christopher,Jay Shepulski,Jay%20Shepulski
Ernst & Young LLP,Shimp,William,Charles,William Shimp,William%20Shimp
TAAD LLP,Shing,Kim Pong Ivan,,Kim Pong Ivan Shing,Kim Pong Ivan%20Shing
Deloitte &  Touche LLP,Shirk,Scott,Steven,Scott Shirk,Scott%20Shirk
PricewaterhouseCoopers LLP,Shirsekar,Sameer,,Sameer Shirsekar,Sameer%20Shirsekar
"BDO USA, LLP",Shoaf,Randy,Stuart,Randy Shoaf,Randy%20Shoaf
KMJ Corbin & Company LLP,Shoemaker,Thomas,Clarence,Thomas Shoemaker,Thomas%20Shoemaker
"EKS&H, LLLP",Shoemaker,Sandra,Lee,Sandra Shoemaker,Sandra%20Shoemaker
Deloitte &  Touche LLP,Short,Troy,Alan,Troy Short,Troy%20Short
KPMG LLP,Shubin,Allen,Lawrence,Allen Shubin,Allen%20Shubin
HoganTaylor LLP,Shultz,Jason,Martin,Jason Shultz,Jason%20Shultz
Ernst & Young LLP,Shunn,Richard,Theodore,Richard Shunn,Richard%20Shunn
RSM US LLP,Sibley,Jason,Andrew,Jason Sibley,Jason%20Sibley
Deloitte &  Touche LLP,Siblik,Kevin,Delaney,Kevin Siblik,Kevin%20Siblik
PricewaterhouseCoopers LLP,Sichak,John,Bernard,John Sichak,John%20Sichak
Deloitte &  Touche LLP,Siddiqui,Khurram,Wasim,Khurram Siddiqui,Khurram%20Siddiqui
Ernst & Young LLP,Siegel,Mark,Alvin,Mark Siegel,Mark%20Siegel
Marks Paneth LLP,Siino,Michael,F.,Michael Siino,Michael%20Siino
Ernst & Young LLP,Silva,Todd,Joseph,Todd Silva,Todd%20Silva
Morison Cogen LLP,Silver,Jeffrey,S,Jeffrey Silver,Jeffrey%20Silver
PricewaterhouseCoopers LLP,Silverman,David,Barry,David Silverman,David%20Silverman
"WithumSmith+Brown, PC",Silverman,Marc,Howard,Marc Silverman,Marc%20Silverman
"WithumSmith+Brown, PC",Silverman,Marc,,Marc Silverman,Marc%20Silverman
KPMG Auditores Independentes,Simões,Danilo,Siman,Danilo Simões,Danilo%20Simões
PricewaterhouseCoopers LLP,Simcoe,John,,John Simcoe,John%20Simcoe
PricewaterhouseCoopers LLP,Simeoni,Lisa,,Lisa Simeoni,Lisa%20Simeoni
Ernst & Young LLP,Simios,Kimberly,Dawn,Kimberly Simios,Kimberly%20Simios
Grant Thornton LLP,Simitian,Richard,Harry,Richard Simitian,Richard%20Simitian
Ernst & Young LLP,Simmons,Shawn,Alexander,Shawn Simmons,Shawn%20Simmons
PricewaterhouseCoopers LLP,Simms,Colleen,Elizabeth,Colleen Simms,Colleen%20Simms
"Baker Tilly Virchow Krause, LLP",Simon,Robert,Andrew,Robert Simon,Robert%20Simon
KPMG LLP,Simone,James,Vincent,James Simone,James%20Simone
KPMG LLP,Simoneau,John,Thomas,John Simoneau,John%20Simoneau
KPMG LLP,Simonetta,Paul,,Paul Simonetta,Paul%20Simonetta
PricewaterhouseCoopers LLP,Simonetti,Gilbert,,Gilbert Simonetti,Gilbert%20Simonetti
PricewaterhouseCoopers LLP,Simoni,Daniel,Glen,Daniel Simoni,Daniel%20Simoni
Deloitte &  Touche LLP,Simons,Anna,Christine,Anna Simons,Anna%20Simons
Deloitte &  Touche LLP,Simpson,Michele,Lee,Michele Simpson,Michele%20Simpson
Ernst & Young LLP,Simpson,Stephen,Michael,Stephen Simpson,Stephen%20Simpson
"Carr, Riggs & Ingram LLC",Sims,Elton,Harold,Elton Sims,Elton%20Sims
PricewaterhouseCoopers LLP,Sinclair,Ross,,Ross Sinclair,Ross%20Sinclair
PricewaterhouseCoopers LLP,Singer,Matthew,Reed,Matthew Singer,Matthew%20Singer
PricewaterhouseCoopers LLP,Singh,Rajendra,,Rajendra Singh,Rajendra%20Singh
KPMG LLP,Sinha,Debasish,,Debasish Sinha,Debasish%20Sinha
Ernst & Young LLP,Sisson,Taylor,Paul,Taylor Sisson,Taylor%20Sisson
Price Waterhouse & Co S.R.L,Sisto,Diego,Luis,Diego Sisto,Diego%20Sisto
RBSM LLP,SIU,MEI,,MEI SIU,MEI%20SIU
Deloitte &  Touche LLP,Sizer,John,Clement,John Sizer,John%20Sizer
"Baker Newman & Noyes, P.A. Limited Liability Company",Skaggs,Jeffrey,Thomas,Jeffrey Skaggs,Jeffrey%20Skaggs
KPMG LLP,Skubic,Robert,Paul,Robert Skubic,Robert%20Skubic
"Baker Tilly Virchow Krause, LLP",Skumin,Jeffrey,Charles Edward,Jeffrey Skumin,Jeffrey%20Skumin
KPMG LLP,Slappey,Robert,Zachery,Robert Slappey,Robert%20Slappey
PricewaterhouseCoopers LLP,Slattery,Shara,Lynn,Shara Slattery,Shara%20Slattery
KPMG LLP,Sledge,Stephen,Douglas,Stephen Sledge,Stephen%20Sledge
Deloitte &  Touche LLP,Slyh,John,William,John Slyh,John%20Slyh
"Plante & Moran, PLLC",Smail,Kimber,L,Kimber Smail,Kimber%20Smail
PricewaterhouseCoopers LLP,Smallwood,Kristin,Leigh,Kristin Smallwood,Kristin%20Smallwood
Squar Milner LLP,Smetana,Laurence,D.,Laurence Smetana,Laurence%20Smetana
Haskell & White LLP,Smetanka,Richard,Michael,Richard Smetanka,Richard%20Smetanka
KPMG LLP,Smith,Joel,Andrew,Joel Smith,Joel%20Smith
KPMG LLP,Smith,August,Arthur,August Smith,August%20Smith
Ernst & Young LLP,Smith,Jeffrey,Boyd,Jeffrey Smith,Jeffrey%20Smith
Dixon Hughes Goodman LLP,Smith,Ashley,Brooke,Ashley Smith,Ashley%20Smith
Ernst & Young LLP,Smith,Jon,Christian,Jon Smith,Jon%20Smith
Deloitte &  Touche LLP,Smith,Christopher,Conrad,Christopher Smith,Christopher%20Smith
"Hacker, Johnson & Smith PA",Smith,Thomas,Daniel,Thomas Smith,Thomas%20Smith
KPMG LLP,Smith,Michael,David,Michael Smith,Michael%20Smith
PricewaterhouseCoopers LLP,Smith,Thomas,Euclid,Thomas Smith,Thomas%20Smith
PricewaterhouseCoopers LLP,Smith,Franklyn,Eugene,Franklyn Smith,Franklyn%20Smith
Moss Adams LLP,Smith,Travis,Gene,Travis Smith,Travis%20Smith
Deloitte &  Touche LLP,Smith,Scott,Gibbs,Scott Smith,Scott%20Smith
Deloitte &  Touche LLP,Smith,Stephen,Hamilton,Stephen Smith,Stephen%20Smith
"Meaden & Moore, Ltd.",Smith,William,James,William Smith,William%20Smith
Deloitte &  Touche LLP,Smith,Jeffrey,Jerome,Jeffrey Smith,Jeffrey%20Smith
Ernst & Young LLP,Smith,Kathleen,Kay,Kathleen Smith,Kathleen%20Smith
Grant Thornton LLP,Smith,Joshua,Kelley,Joshua Smith,Joshua%20Smith
RSM US LLP,Smith,Roger,Kent,Roger Smith,Roger%20Smith
Grant Thornton LLP,Smith,Deborah,Lynn,Deborah Smith,Deborah%20Smith
Ernst & Young LLP,Smith,Jodi,Lynn,Jodi Smith,Jodi%20Smith
Ernst & Young LLP,Smith,Amy,Marie,Amy Smith,Amy%20Smith
KPMG LLP,Smith,Philip,Redmond,Philip Smith,Philip%20Smith
Deloitte &  Touche LLP,Smith,Thalia,Savonne,Thalia Smith,Thalia%20Smith
KPMG LLP,Smith,Harold,Wayne,Harold Smith,Harold%20Smith
Friedman LLP,Smith,Chris,,Chris Smith,Chris%20Smith
BDO Canada LLP,Smith,Mark,,Mark Smith,Mark%20Smith
Ernst & Young LLP,Snediker,Licete,Silva,Licete Snediker,Licete%20Snediker
Ernst & Young LLP,Snipes,Philip,Ronald,Philip Snipes,Philip%20Snipes
Deloitte &  Touche LLP,Snodgrass,Lori,Lyn,Lori Snodgrass,Lori%20Snodgrass
Deloitte &  Touche LLP,Snow,Kelly,Lee,Kelly Snow,Kelly%20Snow
Ernst & Young LLP,Snow,Matthew,Thomas,Matthew Snow,Matthew%20Snow
Aronson LLC,Snyder,Norman,Alexander,Norman Snyder,Norman%20Snyder
RSM US LLP,Snyder,Allison,Egbert,Allison Snyder,Allison%20Snyder
Deloitte &  Touche LLP,Snyder,William,Leigh,William Snyder,William%20Snyder
RSM US LLP,Snyder,Mark,Louis,Mark Snyder,Mark%20Snyder
Deloitte &  Touche LLP,Sodano,Mark,Americo,Mark Sodano,Mark%20Sodano
PricewaterhouseCoopers LLP,Sodhi,Vikram,,Vikram Sodhi,Vikram%20Sodhi
"Montgomery Coscia Greilich, LLP",Soefje,Karen,Anne,Karen Soefje,Karen%20Soefje
Ernst & Young LLP,Sogomian,Mark,Girard,Mark Sogomian,Mark%20Sogomian
"Whittlesey & Hadley, P.C.",Solari,Mario,L,Mario Solari,Mario%20Solari
Marcum LLP,Solomon,Jeffrey,Craig,Jeffrey Solomon,Jeffrey%20Solomon
PricewaterhouseCoopers LLP,Sommerville,Stephen,,Stephen Sommerville,Stephen%20Sommerville
Ernst & Young Hua Ming LLP,Song,Congyue,,Congyue Song,Congyue%20Song
KPMG LLP,Soos,Suzanne,Irene,Suzanne Soos,Suzanne%20Soos
PricewaterhouseCoopers LLP,Sorensen,Jeffrey,David,Jeffrey Sorensen,Jeffrey%20Sorensen
Eide Bailly LLP,Sorenson,Todd,Douglas,Todd Sorenson,Todd%20Sorenson
"Castillo Miranda y Compañía, S.C.",Soto,Bernardo,,Bernardo Soto,Bernardo%20Soto
Ernst & Young LLP,Soucheray,Andrew,Joseph,Andrew Soucheray,Andrew%20Soucheray
Grant Thornton LLP,Southern,Dewayne,Maynard,Dewayne Southern,Dewayne%20Southern
"BKM Sowan Horan, LLP",Sowan,Richard,John,Richard Sowan,Richard%20Sowan
"BDO USA, LLP",Soza,Michael,William,Michael Soza,Michael%20Soza
KPMG LLP,Sparks,James,Donovan,James Sparks,James%20Sparks
PricewaterhouseCoopers LLP,Sparks,Terry,Lee,Terry Sparks,Terry%20Sparks
Ernst & Young LLP,Sparling,Jeffery,Scott,Jeffery Sparling,Jeffery%20Sparling
Somekh Chaikin,Speier,Ariel,,Ariel Speier,Ariel%20Speier
CohnReznick LLP,Spelker,Mark,A,Mark Spelker,Mark%20Spelker
Ernst & Young LLP,Spencer,John,Henry,John Spencer,John%20Spencer
PricewaterhouseCoopers LLP,Spencer,Ryan,Patrick,Ryan Spencer,Ryan%20Spencer
"Sadler, Gibb & Associates, LLC",Sperry,Mark,William,Mark Sperry,Mark%20Sperry
PricewaterhouseCoopers LLP,Spicker,Annette,Pauline,Annette Spicker,Annette%20Spicker
"Goff Backa Alfera & Company, LLC",Spitz,Stephen,Joseph,Stephen Spitz,Stephen%20Spitz
"Smith & Howard, P.C.",Spitzer,Jason,Sean,Jason Spitzer,Jason%20Spitzer
"PKF, LLP",Sporl,Robert,Dockter,Robert Sporl,Robert%20Sporl
CliftonLarsonAllen LLP,Sprang,Todd,A,Todd Sprang,Todd%20Sprang
CliftonLarsonAllen LLP,Sprang,Todd,A.,Todd Sprang,Todd%20Sprang
Ernst & Young LLP,Springfield,Christopher,David,Christopher Springfield,Christopher%20Springfield
KPMG LLP,Sproul,Rebecca,Priegues,Rebecca Sproul,Rebecca%20Sproul
RSM US LLP,Sproull,John,Patrick,John Sproull,John%20Sproull
"Plante & Moran, PLLC",Spurgeon,Roger,Kent,Roger Spurgeon,Roger%20Spurgeon
"BDO USA, LLP",Squeri,Yana,,Yana Squeri,Yana%20Squeri
MNP LLP,Sran,Ajmer,Singh,Ajmer Sran,Ajmer%20Sran
PricewaterhouseCoopers LLP,Sriskandan,Ranjan,,Ranjan Sriskandan,Ranjan%20Sriskandan
Deloitte &  Touche LLP,Stack,Amber,Leigh,Amber Stack,Amber%20Stack
KPMG LLP,Stacy,Sean,X.,Sean Stacy,Sean%20Stacy
KPMG LLP,Stacy,Sean,Xavier,Sean Stacy,Sean%20Stacy
"Arthur F. Bell, Jr. & Associates, LLC",Stafford,Keith,Joseph,Keith Stafford,Keith%20Stafford
KPMG LLP,Stakem,Christopher,Edward,Christopher Stakem,Christopher%20Stakem
Deloitte &  Touche LLP,Standifer,Derek,Thor,Derek Standifer,Derek%20Standifer
Deloitte &  Touche LLP,Staner,Robert,Ryan,Robert Staner,Robert%20Staner
Porter Keadle Moore LLC,Stanford,Arvil,Ray,Arvil Stanford,Arvil%20Stanford
Mayer Hoffman McCann P.C.,Starr,Stuart,Allan,Stuart Starr,Stuart%20Starr
Whitley Penn LLP,Starr,Brian,James,Brian Starr,Brian%20Starr
Ernst & Young LLC,Starygina,Natalia,,Natalia Starygina,Natalia%20Starygina
KPMG LLP,Steen,Robert,Joseph,Robert Steen,Robert%20Steen
RBSM LLP,STEFANOU,PETER,,PETER STEFANOU,PETER%20STEFANOU
Spicer Jeffries LLP,Stegeman,Craig,Michael,Craig Stegeman,Craig%20Stegeman
Ernst & Young LLP,Steih,Paul,William,Paul Steih,Paul%20Steih
KPMG LLP,Stein,Scott,Jason,Scott Stein,Scott%20Stein
"EKS&H, LLLP",Steiner,David,John,David Steiner,David%20Steiner
Grant Thornton LLP,Steiner,Gregory,Stuart,Gregory Steiner,Gregory%20Steiner
BPM LLP,Steiner,Nicholas,William,Nicholas Steiner,Nicholas%20Steiner
Ernst & Young LLP,Stenbeck,Stephen,John,Stephen Stenbeck,Stephen%20Stenbeck
"Baker Tilly Virchow Krause, LLP",Stensrud,Steven,Ernst,Steven Stensrud,Steven%20Stensrud
PricewaterhouseCoopers LLP,Stephens,Christopher,Michael,Christopher Stephens,Christopher%20Stephens
"Davis Kinard & Co, PC",Stephens,Jeromy,Paul,Jeromy Stephens,Jeromy%20Stephens
Ernst & Young LLP,Stephenson,Mary,Elizabeth,Mary Stephenson,Mary%20Stephenson
KPMG LLP,Stepnoski,James,Robert,James Stepnoski,James%20Stepnoski
Kost Forer Gabbay & Kasierer,Sternlicht,Elad,,Elad Sternlicht,Elad%20Sternlicht
Ernst & Young LLP,Steudtner,Robert,Blake,Robert Steudtner,Robert%20Steudtner
"BDO USA, LLP",Stevens,Alan,Eugene,Alan Stevens,Alan%20Stevens
"Elliott Davis Decosimo, LLC",Stevens,Robert,M,Robert Stevens,Robert%20Stevens
"Elliott Davis Decosimo, LLC",Stevens,Robert,M.,Robert Stevens,Robert%20Stevens
Marcum LLP,Stevens,Christopher,Mark,Christopher Stevens,Christopher%20Stevens
STEVENSON & COMPANY CPAS,Stevenson,Raydell,,Raydell Stevenson,Raydell%20Stevenson
Dixon Hughes Goodman LLP,Stewart,John,Joseph,John Stewart,John%20Stewart
PricewaterhouseCoopers LLP,Sticker,Jeremy,Adam,Jeremy Sticker,Jeremy%20Sticker
Ernst & Young LLP,Stobart,Kim,Elizabeth,Kim Stobart,Kim%20Stobart
Crowe Horwath LLP,Stockton,Jason,Stanley,Jason Stockton,Jason%20Stockton
KPMG LLP,Stoker,Shaun,Gregory,Shaun Stoker,Shaun%20Stoker
Ernst & Young LLP,Stoker,Howard,Spencer,Howard Stoker,Howard%20Stoker
PricewaterhouseCoopers LLP,Stokes,Philip,John Anthony,Philip Stokes,Philip%20Stokes
Ernst & Young LLP,Stollow,David,,David Stollow,David%20Stollow
PricewaterhouseCoopers LLP,Stoltzfus,Diana,Ring,Diana Stoltzfus,Diana%20Stoltzfus
PricewaterhouseCoopers LLP,Stolzenburg,Keith,Michael,Keith Stolzenburg,Keith%20Stolzenburg
Grant Thornton LLP,Stomper,John,Martin,John Stomper,John%20Stomper
Deloitte &  Touche LLP,Stone,Earl,Collen,Earl Stone,Earl%20Stone
Grant Thornton LLP,Stoots,Bradley,Von,Bradley Stoots,Bradley%20Stoots
Deloitte &  Touche LLP,Storer,Glen,Wade,Glen Storer,Glen%20Storer
PricewaterhouseCoopers LLP,Stork,Michael,Bernard,Michael Stork,Michael%20Stork
Ernst & Young LLP,Storms,Bryan,Leon,Bryan Storms,Bryan%20Storms
PricewaterhouseCoopers LLP,Storms,Yana,,Yana Storms,Yana%20Storms
"BKD, LLP",Stout,Matthew,P,Matthew Stout,Matthew%20Stout
"BKD, LLP",Stout,Matthew,Phillip,Matthew Stout,Matthew%20Stout
PricewaterhouseCoopers LLP,Stover,Tracey,Anne,Tracey Stover,Tracey%20Stover
Ernst & Young LLP,Stover,Matthew,James,Matthew Stover,Matthew%20Stover
Ernst & Young LLP,Strait,William,Randolph,William Strait,William%20Strait
KPMG LLP,Strasshofer,Daniel,Albert,Daniel Strasshofer,Daniel%20Strasshofer
KPMG LLP,Stratton,Owen,Edmonson,Owen Stratton,Owen%20Stratton
Ernst & Young LLP,Straub,John,Brian,John Straub,John%20Straub
"Grassi & Co., CPAs, P.C.",Straus,Tammy,Elizabeth,Tammy Straus,Tammy%20Straus
KPMG AG Wirtschaftspruefungsgesellschaft,Strom,Antje,,Antje Strom,Antje%20Strom
KPMG LLP,Stromp,Michele,Marie,Michele Stromp,Michele%20Stromp
KPMG LLP,Strong,Jennifer,Frances,Jennifer Strong,Jennifer%20Strong
PricewaterhouseCoopers LLP,Stroup,Todd,Aaron,Todd Stroup,Todd%20Stroup
Deloitte &  Touche LLP,Stuart,James,William,James Stuart,James%20Stuart
GBQ Partners LLC,Stucke,Mary,L,Mary Stucke,Mary%20Stucke
Michael T. Studer CPA P.C.,Studer,Michael,T.,Michael Studer,Michael%20Studer
PricewaterhouseCoopers LLP,Sturm,Robert,Edwin,Robert Sturm,Robert%20Sturm
Deloitte &  Touche LLP,Suckerman,Warren,,Warren Suckerman,Warren%20Suckerman
PricewaterhouseCoopers LLP,Sullins,W.,Stephen,W. Sullins,W.%20Sullins
KPMG LLP,Sullivan,Edward,Aloysius,Edward Sullivan,Edward%20Sullivan
Ernst & Young LLP,Sullivan,Raymond,Michael,Raymond Sullivan,Raymond%20Sullivan
PricewaterhouseCoopers LLP,Sullivan,Robert,P,Robert Sullivan,Robert%20Sullivan
Deloitte &  Touche LLP,Sullivan,William,Stephen,William Sullivan,William%20Sullivan
CENTURION ZD CPA LIMITED,SUM,SHARON,,SHARON SUM,SHARON%20SUM
Ernst & Young,Sung,Meng-Lin,,Meng-Lin Sung,Meng-Lin%20Sung
PricewaterhouseCoopers LLP,Sur,Pierre-Alain,,Pierre-Alain Sur,Pierre-Alain%20Sur
PricewaterhouseCoopers LLP,Sutphin,Michael,Samuel,Michael Sutphin,Michael%20Sutphin
PricewaterhouseCoopers LLP,Svab,James,Louis,James Svab,James%20Svab
"BDO USA, LLP",Svoboda,Jill,Marie,Jill Svoboda,Jill%20Svoboda
Deloitte &  Touche LLP,Swanson,Christopher,Andrew,Christopher Swanson,Christopher%20Swanson
Ernst & Young LLP,Swartz,Aaron,John,Aaron Swartz,Aaron%20Swartz
"BKD, LLP",Swartz,Robert,M,Robert Swartz,Robert%20Swartz
KPMG LLP,Sweeney,Douglas,W.,Douglas Sweeney,Douglas%20Sweeney
KPMG LLP,Sweeney,Douglas,Worthington,Douglas Sweeney,Douglas%20Sweeney
PricewaterhouseCoopers LLP,Swincicki,Ryan,Neal,Ryan Swincicki,Ryan%20Swincicki
PricewaterhouseCoopers LLP,Switzer,Grant,Alan,Grant Switzer,Grant%20Switzer
Deloitte &  Touche LLP,Swormstedt,Jeffrey,Allan,Jeffrey Swormstedt,Jeffrey%20Swormstedt
"DeCoria, Maichel & Teague, PS",Sylvester,Scott,M,Scott Sylvester,Scott%20Sylvester
Wipfli LLP,Szidon,Daniel,Thomas,Daniel Szidon,Daniel%20Szidon
Deloitte &  Touche LLP,Tackett,Joseph,Edward,Joseph Tackett,Joseph%20Tackett
Spicer Jeffries LLP,Tafaro,Sean,Patrick,Sean Tafaro,Sean%20Tafaro
Ernst & Young LLP,Taggart,Matthew,Arthur,Matthew Taggart,Matthew%20Taggart
"BDO USA, LLP",Taggart,Brian,David,Brian Taggart,Brian%20Taggart
"BDO USA, LLP",Taibel,Jason,Gary,Jason Taibel,Jason%20Taibel
KPMG LLP,Talany,Bryan,Christopher,Bryan Talany,Bryan%20Talany
PricewaterhouseCoopers LLP,Talbot,Eric,,Eric Talbot,Eric%20Talbot
Ernst & Young LLP,Tallent,Anna,Maria Therese,Anna Tallent,Anna%20Tallent
Ernst & Young LLP,Tan,Swee Ho,,Swee Ho Tan,Swee Ho%20Tan
Friedman LLP,Tang,Jason,,Jason Tang,Jason%20Tang
BDO China Shu Lun Pan Certified Public Accountants LLP,Tang,Kitty,,Kitty Tang,Kitty%20Tang
"TARVARAN ASKELSON & COMPANY, LLP",Tarvaran,Patrick,,Patrick Tarvaran,Patrick%20Tarvaran
KPMG LLP,Tascher,Michael,Edward,Michael Tascher,Michael%20Tascher
Ernst & Young LLP,Tasker,Timothy,William,Timothy Tasker,Timothy%20Tasker
Deloitte &  Touche LLP,Tavolieri,Richard,Joseph,Richard Tavolieri,Richard%20Tavolieri
Crowe Horwath LLP,Taylor,Mark,Alan,Mark Taylor,Mark%20Taylor
"Castaing, Hussey & Lolan, LLC",Taylor,Debbie,Bourque,Debbie Taylor,Debbie%20Taylor
PricewaterhouseCoopers LLP,Taylor,Sam,Jeremy,Sam Taylor,Sam%20Taylor
Deloitte &  Touche LLP,Taylor,Tania,Lynn,Tania Taylor,Tania%20Taylor
KPMG LLP,Taylor,Melissa,Vermillion,Melissa Taylor,Melissa%20Taylor
Armanino LLP,Teed,Ryan,Thomas,Ryan Teed,Ryan%20Teed
Deloitte &  Touche LLP,Tehan,Thomas,Daniel,Thomas Tehan,Thomas%20Tehan
PricewaterhouseCoopers LLP,Telang,Ramesh,David,Ramesh Telang,Ramesh%20Telang
KPMG LLP,Ten Pas,Kyle,Kenneth,Kyle Ten Pas,Kyle%20Ten Pas
Deloitte Touche Tohmatsu Auditores Independentes,Tenório,Eduardo,Franco,Eduardo Tenório,Eduardo%20Tenório
Kost Forer Gabbay & Kasierer,Tendler,Yosef,,Yosef Tendler,Yosef%20Tendler
Ernst & Young LLP,Terry,Dwight,Glenn,Dwight Terry,Dwight%20Terry
"M&K CPAS, PLLC",Terry,Cameron,Paul,Cameron Terry,Cameron%20Terry
Moss Adams LLP,Tetz,Kelvin,Lester,Kelvin Tetz,Kelvin%20Tetz
PricewaterhouseCoopers Zhong Tian LLP,Tey,Dylan,,Dylan Tey,Dylan%20Tey
KPMG,Thakurta,Sampad,Guha,Sampad Thakurta,Sampad%20Thakurta
KPMG LLP,Tharani,Salim,Aziz,Salim Tharani,Salim%20Tharani
Deloitte &  Touche LLP,Thear,Jared,Sutherland,Jared Thear,Jared%20Thear
Ernst & Young LLP,Theron,Petrus,Daniel,Petrus Theron,Petrus%20Theron
Ernst & Young LLP,Thiele,Jeffrey,Paul,Jeffrey Thiele,Jeffrey%20Thiele
PricewaterhouseCoopers LLP,Thiessen,Michael,Richard,Michael Thiessen,Michael%20Thiessen
PricewaterhouseCoopers LLP,Thomas,Marvin,Adams,Marvin Thomas,Marvin%20Thomas
KPMG LLP,Thomas,Mark,Anton,Mark Thomas,Mark%20Thomas
CliftonLarsonAllen LLP,Thomas,Karen,E,Karen Thomas,Karen%20Thomas
Davidson & Company LLP,Thomas,Phillip,Guy,Phillip Thomas,Phillip%20Thomas
"Piercy, Bowler, Taylor & Kern Certified Public Accountants & Business Advisors",Thomas,Donohue,Martin,Donohue Thomas,Donohue%20Thomas
PricewaterhouseCoopers LLP,Thomas,Kevin,Patrick,Kevin Thomas,Kevin%20Thomas
Ernst & Young LLP,Thomas,Mark,Robert,Mark Thomas,Mark%20Thomas
Dixon Hughes Goodman LLP,Thomas,Adam,Wesley,Adam Thomas,Adam%20Thomas
Ernst & Young LLP,Thomasian,Harry,,Harry Thomasian,Harry%20Thomasian
PricewaterhouseCoopers LLP,Thompson,Scott,Clifton,Scott Thompson,Scott%20Thompson
"Schneider Downs & Co., Inc.",Thompson,Steven,Douglas,Steven Thompson,Steven%20Thompson
Grant Thornton LLP,Thompson,Paul,Heber,Paul Thompson,Paul%20Thompson
Grant Thornton LLP,Thompson,Jonathan,Lee,Jonathan Thompson,Jonathan%20Thompson
Deloitte &  Touche LLP,Thompson,Michael,Scott,Michael Thompson,Michael%20Thompson
"MaloneBailey, LLP",Thompson,James,,James Thompson,James%20Thompson
Crowe Horwath LLP,Thomson,Douglas,James,Douglas Thomson,Douglas%20Thomson
PricewaterhouseCoopers LLP,Thonn,Laura,Ann,Laura Thonn,Laura%20Thonn
PricewaterhouseCoopers LLP,Thorell,Kirk,Alan,Kirk Thorell,Kirk%20Thorell
Deloitte Touche Tohmatsu,Thorne,Jason,Mark,Jason Thorne,Jason%20Thorne
PricewaterhouseCoopers LLP,Thorson,Tye,Benedict,Tye Thorson,Tye%20Thorson
PricewaterhouseCoopers LLP,Tiberio,Mark,Christopher,Mark Tiberio,Mark%20Tiberio
RSM US LLP,Tiefenthaler,Tim,John,Tim Tiefenthaler,Tim%20Tiefenthaler
PricewaterhouseCoopers LLP,Timar,Michael,Robert,Michael Timar,Michael%20Timar
Grant Thornton LLP,Tish,James,Donald,James Tish,James%20Tish
PricewaterhouseCoopers LLP,Tissera,Dirk,Michael,Dirk Tissera,Dirk%20Tissera
Deloitte &  Touche LLP,Titta,Michael,Patrick,Michael Titta,Michael%20Titta
Ernst & Young Hua Ming LLP,Tjenalooi,Men,Yuen,Men Tjenalooi,Men%20Tjenalooi
KPMG LLP,Tockman,Robert,Scott,Robert Tockman,Robert%20Tockman
Moss Adams LLP,Todd,Lisa,Perry,Lisa Todd,Lisa%20Todd
KPMG LLP,Tomasicchio,Matthew,John,Matthew Tomasicchio,Matthew%20Tomasicchio
KPMG LLP,Tomazin,William,John,William Tomazin,William%20Tomazin
Dixon Hughes Goodman LLP,Tomberlin,Jonathan,Roy,Jonathan Tomberlin,Jonathan%20Tomberlin
Deloitte &  Touche LLP,Tomlinson,Gregory,Bland,Gregory Tomlinson,Gregory%20Tomlinson
KPMG LLP,Toole,Christy,Lynn,Christy Toole,Christy%20Toole
